gene	intercept	intercept_err	chr21_coeff	chr21_coeff_err	chr21_pval	chr21_adj_pval	deltaEchr21	deltaEchr21_err	deltaEchr21_95_CI_lo	deltaEchr21_95_CI_hi	sex_coeff	sex_coeff_err	sex_pval	sex_adj_pval	deltaEsex	deltaEsex_err	deltaEsex_95_CI_lo	deltaEsex_95_CI_hi	adj.r.sq	reg_pval	reg_adj_pval
SLC5A3	2116.33728683172	325.998380109644	2598.17993904963	799.666362975527	0.00260921730451961	0.00527394987083751	1.22767762738767	0.422535503788153	0.39950803996289	2.05584721481245	-347.448004425392	474.143826604801	0.468708565449974	0.9659305338046	-0.164174211070836	0.0508333861579406	-0.2638076479404	-0.0645407742012726	0.428259769477319	0.000648800930110337	0.00154090220901205
SOD1	3313.13064350524	222.172318223934	2203.1137190065	549.316626153355	0.00031408733338937	0.000994609889066338	0.664964336171071	0.171691516760123	0.328448963321229	1.00147970902091	273.463408617475	325.704692858216	0.406994837493982	0.9659305338046	0.0825392772100756	0.00969494671046026	0.0635371816575735	0.101541372762578	0.411122980342037	0.000983868447290892	0.00217366284866593
SON	12880.0601290648	812.302681034827	8192.89445764212	1828.24294245284	7.99531879833447e-05	0.000399765939916724	0.636091320657288	0.147503597248653	0.346984270049929	0.925198371264648	516.374869068938	1084.01471517733	0.636869200388487	0.9659305338046	0.0400910293814312	0.00708967553441713	0.0261952653339736	0.0539867934288888	0.663421030490481	2.21405315811015e-07	2.6291881252558e-06
SPATC1L	269.994676138231	48.2589517531546	261.748592195537	124.879723449907	0.0435991892403461	0.0575267080254567	0.969458346139862	0.493920334950433	0.00137448963701459	1.93754220264271	25.270226813461	74.0445674388084	0.734990012924374	0.9659305338046	0.0935952781547561	0.0754899391313134	-0.0543650025426182	0.24155555885213	0.220346731471233	0.0388001964949417	0.0504934063975269
SUMO3	3145.99213854101	174.46987649151	1344.10626315771	474.602959251713	0.00771730005915217	0.0135767315855455	0.42724399933849	0.152708908078705	0.127934539504228	0.726553459172753	188.738136970276	281.404937904655	0.506942826171808	0.9659305338046	0.0599932004463958	0.00801214123221768	0.0442894036312491	0.0756969972615424	0.31588841873091	0.00754349769218545	0.0117480701763544
SYNJ1	341.459359563788	34.6612482535939	447.636579515131	93.6686129210447	3.31719187795433e-05	0.000205130687901503	1.31095126543605	0.304892107769913	0.713362734207022	1.90853979666508	42.4938085954346	55.538655393596	0.449477928057986	0.9659305338046	0.124447631629486	0.0266148812089181	0.072282464460007	0.176612798798966	0.54118932561185	2.60071296891716e-05	0.000114884533776556
TIAM1	202.378510249328	57.712778073834	656.57315270942	122.601888972227	5.93549928646844e-06	8.05532046020717e-05	3.244282962161	1.10587426104484	1.07676941051311	5.41179651380889	61.7064079434312	72.6939777358718	0.401900983319325	0.9659305338046	0.304905930315475	0.136583717175211	0.0372018446520618	0.572610015978888	0.665423143703086	2.01598539375745e-07	2.6291881252558e-06
TMEM50B	487.434854812412	54.1614366142573	760.139925185292	148.012964631285	1.14559495236528e-05	9.06929337289177e-05	1.55946977874167	0.349619469922431	0.87421561769371	2.24472393978964	29.0571911322099	87.7608921504007	0.742604759903548	0.9659305338046	0.0596124607120934	0.0324605825384923	-0.00401028106335154	0.123235202487538	0.546009954175867	2.21925719750692e-05	0.000114884533776556
TMPRSS3	353.056500090993	258.551819720449	1221.47030126971	525.444153117905	0.026197953691669	0.0382893169339778	3.45970206172356	2.93840131135046	-2.29956450852333	9.21896863197046	163.620092067915	311.550057575783	0.602865798580277	0.9659305338046	0.463438832101223	0.893878609849468	-1.28856324320373	2.21544090740618	0.507553543912166	7.45798163807342e-05	0.000272503175237298
TRAPPC10	2407.89780595474	172.50647817142	2561.21845498062	453.972188838812	2.51572604531964e-06	4.29030123215356e-05	1.06367406816299	0.203352692691394	0.665102790487859	1.46224534583812	7.2480172923823	269.172395831759	0.978675352653485	0.981311975938592	0.00301010170550342	0.0124964470786173	-0.0214829345685864	0.0275031379795932	0.480521768261908	0.000163424828190869	0.000517511955937753
TRPM2	275.070531668442	90.6030362980265	514.0900356152	251.103180329164	0.048415874763625	0.0630069603088271	1.86893896811478	1.10103750271726	-0.289094537211062	4.02697247344061	185.906069400661	148.885870791028	0.220323383252089	0.9659305338046	0.67584872968052	0.342523104549513	0.00450344476347497	1.34719401459756	0.0834083510452875	0.221942206413411	0.24235068516407
TTC3	6752.86366543833	732.370699935944	4432.49872903366	1782.21896537328	0.0179484741556732	0.0270651594410945	0.656388007908338	0.273352652733019	0.120616808551621	1.19215920726505	-820.266903362714	1056.72585369906	0.442977246906295	0.9659305338046	-0.121469489686413	0.024661288126576	-0.169805614414502	-0.0731333649583241	0.422581850676873	0.000746148379730643	0.00172888039205881
UBE2G2	1961.45866334464	202.654871556064	2360.8210512164	496.120122411	3.52397593163985e-05	0.000205130687901503	1.20360479439866	0.28185068606591	0.651177449709476	1.75603213908784	109.333174764487	294.163046223807	0.71244086835309	0.9659305338046	0.0557407488659765	0.0225246401212917	0.0115924542282447	0.0998890435037083	0.378677075926471	0.00207143977684262	0.00409972455833435
URB1	1611.38451406521	138.27073788942	1722.15806190211	345.254221862391	1.77993430130636e-05	0.000130072122018542	1.06874432940741	0.233060814555649	0.611945132878338	1.52554352593648	-166.817954697778	204.710571163923	0.420803122546094	0.9659305338046	-0.103524610818636	0.0162181192978419	-0.135312124642406	-0.0717370969948658	0.552160236866804	1.80735934980305e-05	0.000100999493077229
USP16	2763.16355231647	186.725880366241	2156.88742902286	410.656261695697	8.08077331158332e-06	8.73585353822878e-05	0.780586233201672	0.157701841767068	0.471490623338218	1.08968184306513	-163.940635049437	243.489210444106	0.505309448051134	0.9659305338046	-0.0593307750140229	0.00778116099357913	-0.074581850561438	-0.0440796994666078	0.544242550236404	2.35268743549391e-05	0.000114884533776556
USP25	2670.36221821119	175.038653666362	1913.85614639445	431.415692403864	9.12712907205019e-05	0.000433538630922384	0.716702825310528	0.168248863096624	0.386935053641145	1.04647059697991	-404.005747121889	255.798038687777	0.123505550538102	0.839030397534748	-0.151292489223624	0.00927436134539388	-0.169470237460596	-0.133114740986652	0.478049572324161	0.00017513136849809	0.000536692903461889
WDR4	522.866906100181	64.2868329210424	472.178633727431	173.840791652232	0.0103075354143603	0.0171792256906004	0.903057026976885	0.350525884294704	0.216026293759266	1.59008776019451	-15.160831200239	103.07490972522	0.883933219758358	0.968261996149878	-0.0289955838156149	0.0388745724253316	-0.105189745769265	0.047198578138035	0.121473733490438	0.146222348391518	0.169135702993233
WRB	504.577003503613	55.7959549132124	139.728170429754	122.783539038449	0.263074657238408	0.304781615093277	0.276921400419616	0.245258708228893	-0.203785667709015	0.757628468548247	-20.2181963303133	72.8016829758188	0.782912116873202	0.9659305338046	-0.0400695953044331	0.0208371019587296	-0.0809103151435432	0.000771124534676912	0.556007393071294	1.58681860248181e-05	9.42173545223576e-05
YBEY	272.419112948799	42.6367453730041	244.265863649191	94.8054947348045	0.0144956884933074	0.0222111355945839	0.896654647337835	0.37524356857798	0.161177252924994	1.63213204175068	-19.3027949274421	56.2127433864531	0.733420776364377	0.9659305338046	-0.0708569773922948	0.0427018843102358	-0.154552670640357	0.0128387158557672	0.431819757511912	0.000593788470850468	0.00148447117712617
ZBTB21	1435.26199786755	131.02494158068	549.661518174319	314.479057588526	0.0895170707739417	0.111896338467427	0.382969464105495	0.221880857669233	-0.0519170169262012	0.817855945137191	29.4453566432679	186.463143450563	0.875457815821604	0.968261996149878	0.02051566660792	0.0168816105767424	-0.012572290122495	0.053603623338335	0.495441968022356	0.000106679917001889	0.000349468693626877
