Gene	Num_samples_lcl	AR_lcl	AR_adj_lcl	AR_pval_lcl	AR_pval_adj_lcl	sig_AR_lcl	deltaEx_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	x_adj_pval_LCL	AR_outside_dEx_CI.x	dEx_vs_AR_pval.x	dEx_vs_AR_pval_adj.x	dEx_sig_diff_AR_t_test.x	off_diag.x	Num_samples_fib	AR_fib	AR_adj_fib	AR_pval_fib	AR_pval_adj_fib	sig_AR_fib	deltaEx_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	x_adj_pval_Fib	AR_outside_dEx_CI.y	dEx_vs_AR_pval.y	dEx_vs_AR_pval_adj.y	dEx_sig_diff_AR_t_test.y	off_diag.y	gene_name.84	Balaton.consensus.calls	Carrel_hybrids	Cotton_AR	Cotton_95ci_lo	Cotton_Esc_myCall	Tuk_skew_padj	Tuk_SC_inf_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	num_inf_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_AR_p.adj	Sauteraud_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	num_studies_Subject	Final_XCI_Call	Diff_from_Balaton
CD99L2	9	0.147564064670891	0.023343644534844	0.0851488926013662	0.150642783578805	N	0.0388775401375037	-0.00817825455346478	0.0859333348284722	0.20538920724669	N	0.345383022782535	0.431783083153907	N	N	5	0.162235600854267	0.00425522690569348	0.186950483150029	0.211324865405187	N	0.0519756517220869	-0.0220920498709105	0.126043353315084	0.384704083562479	N	0.000360037177818704	0.00238024578669032	Y	N	CD99L2	S	0.11	0.011314	0.00325063389435901	Subject	NA	NA	NA	NA	NA	4	0	0.00547173528641276	Subject	0.0285753898134206	0.0643553952787504	Subject	0.0151203750332778	3	0	3	Subject	FALSE
CDK16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CDK16	Mostly E	1	0.240553125	0.19773290362057	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.190710800362966	0.000109138361243018	Escape	0.215631962681483	2	2	0	Escape	FALSE
CDKL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CDKL5	Mostly S	0.22	0.143324390243902	0.0975488390783909	Escape	NA	NA	NA	NA	NA	4	0	0.000167361965154711	Subject	NA	NA	NA	0.0717458761045286	2	1	1	Subject	FALSE
CDR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CDR1	S	0.22	0.151183333333333	0.0841190676420495	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.151183333333333	1	1	0	Escape	TRUE
CENPI	4	0.27684514413385	0.057410139162206	0.0663845621455046	0.143583056566219	N	0.0112379688456804	-0.0347581354669232	0.057234073158284	0.750807226516074	Y	0.197772710044181	0.276515548302512	N	N	4	0.276706231960753	0.0881294818461216	0.0665618338486513	0.159301499127711	N	0.0544130278788057	-0.173922489670646	0.282748545428257	0.834186834132236	N	0.490645115185666	0.561411237568214	N	N	CENPI	S	0	0.0133	0.00287901203441527	Subject	1	2	0	0	Subject	4	0	0.00329463794920054	Subject	0.0108668844998696	0.87725778885466	Subject	0.00686538061226754	4	0	4	Subject	FALSE
CETN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.323946886446887	0.138487040385775	0.117796512587179	0.204530709000901	N	0.00509182553378446	-0.0387288194747725	0.0489124705423414	0.923484772585442	Y	0.247661406341341	0.327463415051329	N	N	CETN2	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
CFP	3	0.251024065540195	0.132680221997474	0.0919059281981543	0.150642783578805	N	-0.171654836965267	-0.29617174849702	-0.0471379254335139	0.0207187667834383	Y	0.0444718410103199	0.105379529229713	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CFP	S	0	0.040975	0.0101062613837955	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0190990159345264	0.718618217565013	Subject	0.0300370079672632	2	0	2	Subject	FALSE
CHIC1	3	0.296536796536797	0.0715808495377966	0.0249238163290758	0.0763623308805727	N	0.0100404178623832	-0.0313174817602768	0.0513983174850432	0.750863003697454	Y	0.0657386531741461	0.130612324069685	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHIC1	S	0	0.00576666666666667	0.00092210965043444	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00576666666666667	1	0	1	Subject	FALSE
CHM	9	0.35271012095443	0.259428080235553	0.00347975393330537	0.0167028188798658	Y	0.100936856252009	0.0567270582608532	0.145146654243164	9.31693054784728e-05	Y	0.0589288860581604	0.12024678101057	N	N	6	0.245950251707713	0.116697203255003	0.0152625916822515	0.0657753955800268	N	0.0900412597599211	0.0535688346549428	0.126513684864899	4.15512308140362e-05	N	0.525271289744858	0.589691353581492	N	N	CHM	Discordant	0.78	0.111238095238095	0.050843075803464	Escape	NA	NA	NA	NA	NA	5	0	0.0105857317489836	Subject	0.310376756347188	0.00155877705313115	Escape	0.144066861111422	3	2	1	Escape	FALSE
CHST7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHST7	S	0	0.0191184210526316	0.00352668326649193	Subject	NA	NA	NA	NA	NA	3	0.333333333333333	0.0411178771132729	Subject	NA	NA	NA	0.0301181490829522	2	0	2	Subject	FALSE
CLCN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CLCN5	S	0	0.0327392857142857	0.0135195155032859	Subject	NA	NA	NA	NA	NA	2	0	0	Subject	NA	NA	NA	0.0163696428571429	2	0	2	Subject	FALSE
CLIC2	3	0.43042328042328	0.276289742305624	0.0337427212948104	0.0952735660088765	N	-0.0986169892875013	-0.22719715472138	0.0299631761463776	0.237779472234421	Y	0.0383959900651965	0.103128125887269	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CLIC2	Mostly S	0.33	0.0888222222222222	0.0496039825949072	Subject	1	1	0	0.00568181818181818	Subject	NA	NA	NA	NA	0.0470574688417693	0.0704046707648476	Subject	0.0471871697486032	3	0	3	Subject	FALSE
CMC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CMC4	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
COX7B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX7B	VE	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Escape	FALSE
CSTF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CSTF2	S	0	0.00537	-0.000573801800968418	Subject	NA	NA	NA	NA	NA	2	0	0.00463264222266158	Subject	NA	NA	NA	0.00500132111133079	2	0	2	Subject	FALSE
CTPS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CTPS2	Mostly E	1	0.0586803921568627	0.0252845602021934	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0223364848932061	0.0680574198802139	Subject	0.0405084385250344	2	0	2	Subject	TRUE
CUL4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CUL4B	Mostly S	0.44	0.024215	0.0106921134256184	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0215467321447551	0.247378120165334	Subject	0.0228808660723775	2	0	2	Subject	FALSE
CXCR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXCR3	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
CXorf38	9	0.196498908032515	0.0862620510990636	0.00504846758721152	0.0220296767441957	Y	0.123418659435692	0.084550685874574	0.16228663299681	6.42769890319233e-08	N	0.187142808675231	0.270970755127213	N	N	4	0.202313902572523	0.0284831078588902	0.132566200278362	0.204530709000901	N	0.108931876813438	0.0600074854246359	0.15785626820224	0.000244047190463608	Y	0.0307295528241507	0.0782776236657619	Y	Y	CXorf38	E	0.89	0.347535714285714	0.287790893741619	Escape	NA	NA	NA	NA	NA	5	0.2	0.0261725199505405	Subject	0.120373739383133	6.64196313915507e-05	Escape	0.164693991206463	3	2	1	Escape	FALSE
CXorf65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXorf65	VE	NA	0.144291666666667	0.0650032321254935	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.144291666666667	1	1	0	Escape	FALSE
CYBB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYBB	S	NA	0.0179136363636364	0.00287073940954704	Subject	NA	2	0	0	Subject	NA	NA	NA	NA	0.0179279726596586	0.0918875800680829	Subject	0.011947203007765	3	0	3	Subject	FALSE
CYSLTR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYSLTR1	S	NA	0.0460964285714286	-0.00659744391337219	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0253504123784881	0.231279399862289	Subject	0.0357234204749583	2	0	2	Subject	FALSE
DDX3X	14	0.608847058608422	0.553083827337775	6.52817729212569e-10	1.17507191258262e-08	Y	0.257297961491184	0.212992696087483	0.301603226894884	5.78635591041313e-21	Y	2.06523767472405e-06	2.83500808075755e-05	Y	Y	3	0.530537206551148	0.421594512292657	0.00593096215097705	0.0337128374897643	Y	0.164251090357313	0.134061334495634	0.194440846218991	5.84775933257108e-17	Y	0.0309163723721917	0.0782776236657619	Y	Y	DDX3X	E	1	0.657377272727273	0.579701054807254	Escape	NA	NA	NA	NA	NA	5	1	0.5461056116505	Escape	0.526866223042267	1.83431402860986e-35	Escape	0.57678303580668	3	3	0	Escape	FALSE
DHRSX	11	0.738484034531992	0.690230201827851	4.57448624759208e-08	5.98841836048417e-07	Y	0.967259754137353	0.652514522110477	1.28200498616423	3.83484555893773e-18	N	0.000282989765498718	0.00267071591189415	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DHRSX	PAR	1	0.69358904109589	0.658454089901867	Escape	NA	NA	NA	NA	NA	5	1	0.566449610170399	Escape	0.680004488012319	8.48177377992249e-26	Escape	0.646681046426203	3	3	0	Escape	FALSE
DIAPH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIAPH2	Discordant	0.44	0.0322472727272727	0.0124472136724987	Subject	NA	NA	NA	NA	NA	5	0	0.00736884547709162	Subject	NA	NA	NA	0.0198080591021822	2	0	2	Subject	TRUE
DKC1	3	0.125136461563729	0	NA	NA	N	0.0220255098390468	-0.0114930187338914	0.055544038411985	0.323981912743563	N	0	0	Y	N	5	0.182636293815741	0.0134554887135051	0.186950483150029	0.211324865405187	N	-0.0148207619618495	-0.0966300112401645	0.0669884873164656	0.887828485493619	N	0.103481919112327	0.186581035975256	N	N	DKC1	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00819356019189757	0.0883251560078211	Subject	0.00819356019189757	1	0	1	Subject	FALSE
DLG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLG3	S	0	0.0110214285714286	0.00180004288781649	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0110214285714286	1	0	1	Subject	FALSE
DMD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMD	S	0.11	0.0503	0.032730781394758	Subject	NA	NA	NA	NA	NA	3	0	0.0058338626522989	Subject	0.106042751346676	0.000118512830403833	Escape	0.0540588713329916	3	1	2	Subject	FALSE
DNASE1L1	6	0.136654944194724	0.0221158617024263	0.166193866723089	0.199432640067707	N	-0.0960308066494321	-0.152018740585441	-0.0400428727134231	0.00433705001716392	Y	0.00226444229153117	0.0148665559139655	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DNASE1L1	S	0	0.024775	-0.000598084470228157	Subject	1	1	0	0	Subject	2	0	0.00165093322123111	Subject	0.0325994171545895	0.101461722232033	Subject	0.0147563375939552	4	0	4	Subject	FALSE
DOCK11	7	0.129897668477105	0.0237444548171128	0.0870002142990623	0.150642783578805	N	-0.00710392333166932	-0.0448170129371597	0.030609166273821	0.813761063216203	N	0.0919915028355218	0.167358035279082	N	N	3	0.150985663082437	0	NA	NA	N	-0.00479532336348663	-0.0811788103786345	0.0715881636516613	0.960872613596067	N	0	0	Y	N	DOCK11	Mostly S	0.33	0.0148272727272727	0.00109129426302607	Subject	NA	NA	NA	NA	NA	5	0	0.00873811764901191	Subject	0.0185082526102726	0.210478009362014	Subject	0.0140245476621857	3	0	3	Subject	FALSE
DYNLT3	5	0.223085822557317	0.055980420180698	0.0972901310613114	0.150642783578805	N	-0.00888057874333152	-0.0434139285205373	0.0256527710338742	0.734665772485854	Y	0.14566121713579	0.224437181505146	N	N	6	0.188669201490424	0.0165550270491714	0.0682994071993115	0.159301499127711	N	-0.0271292520665469	-0.0901428659132038	0.0358843617801101	0.647081397731757	N	0.00545420139802418	0.0240388876431436	Y	N	DYNLT3	S	0	0.0122916666666667	0.00132716811567276	Subject	NA	NA	NA	NA	NA	2	0	0.00294874056052297	Subject	0.0327428057973548	0.301966209183429	Subject	0.0159944043415148	3	0	3	Subject	FALSE
EBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EBP	Mostly S	0	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0.00917065255014671	Subject	NA	NA	NA	0.00917065255014671	1	0	1	Subject	FALSE
EDA2R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.243929208763666	0.0190263546166862	0.203175919288596	0.211324865405187	N	-0.0692082942176564	-0.150686952325275	0.0122703638899625	0.264090030628985	Y	0.040164578605543	0.0937173500796004	Y	N	EDA2R	Discordant	0.44	0.00627727272727273	0.00157101184956569	Subject	NA	NA	NA	NA	NA	2	0	0.0115705789435504	Subject	0.0372044109034003	0.197138416684172	Subject	0.0183507541914078	3	0	3	Subject	TRUE
EFNB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EFNB1	Mostly S	0.11	0.167788888888889	0.0584744027001131	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167788888888889	1	1	0	Escape	TRUE
EIF1AX	12	0.483692577027497	0.420701882701539	1.93256100463281e-07	1.92283187445677e-06	Y	0.510866118985774	0.439601155110533	0.582131082861014	6.10883185038204e-34	Y	0.043075093073432	0.105379529229713	N	N	7	0.501469540899497	0.372476948559545	0.000770357037625221	0.0103998200079405	Y	0.564920697874323	0.412413444141013	0.717427951607634	7.31003415326431e-12	Y	0.0298688942467918	0.0782776236657619	Y	Y	EIF1AX	E	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.230221921386839	4.59327029016748e-08	Escape	0.230221921386839	1	1	0	Escape	FALSE
EIF2S3	8	0.340007715196534	0.235289367946989	0.00186996683111383	0.00951530563884252	Y	0.219755516488625	0.1783375163763	0.26117351660095	6.69851007110092e-18	N	0.786583596994333	0.835562097666577	N	N	4	0.480296058069886	0.364411583468677	0.00188516481683409	0.0169664833515068	Y	0.316112202703916	0.230227148572189	0.401997256835644	2.55955341530954e-11	N	0.355692603035887	0.431912446543577	N	N	EIF2S3	E	1	0.29511875	0.254608377597671	Escape	8.78084788648273e-18	1	1	0.195509153318078	Escape	NA	NA	NA	NA	0.238970146262355	6.27026162011932e-15	Escape	0.243199349860144	3	3	0	Escape	FALSE
ELF4	8	0.155475993892825	0.0135543711764346	0.0689480642083069	0.143583056566219	N	-0.0236972032151219	-0.0461955265032563	-0.00119887992698759	0.102239786546942	Y	0.00247627808572803	0.0155799162893722	Y	N	4	0.220055963390664	0.0355995241948251	0.107635591864045	0.193744065355281	N	0.0295233803696431	-0.00447613570478193	0.0635228964440682	0.249739720450519	N	0.806541744895053	0.835254056711636	N	N	ELF4	S	0	0.0399234042553192	0.0209180474632143	Subject	1	1	0	0.005	Subject	3	0.333333333333333	0.069013199045785	Subject	0.0211828970928766	0.0343778914125031	Subject	0.0337798750984952	4	0	4	Subject	FALSE
ELK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELK1	S	0	0.0511375	0.0268688133190578	Subject	1	2	0	0	Subject	NA	NA	NA	NA	0.0181566404720237	0.553837467608639	Subject	0.0230980468240079	3	0	3	Subject	FALSE
EMD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMD	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0506221373836382	0.0647578295580388	Subject	0.0506221373836382	1	0	1	Subject	FALSE
ENOX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENOX2	Mostly S	0.33	0.0288266666666667	0.011282322145276	Subject	NA	NA	NA	NA	NA	3	0	0.0019882647063542	Subject	NA	NA	NA	0.0154074656865104	2	0	2	Subject	FALSE
EOLA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXorf40A	S	0.22	0.0587	0.0138323414027431	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0545339243017003	0.0918875800680829	Subject	0.0566169621508501	2	0	2	Subject	FALSE
EOLA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXorf40B	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166164294313599	0.0246013227179646	Subject	0.166164294313599	1	0	1	Subject	FALSE
ERCC6L	3	0.235690235690235	0.0355053391551081	0.0946598078918749	0.150642783578805	N	0.0383177511327992	-0.0127245577254648	0.0893600599910631	0.255743759337663	N	0.890976596376928	0.896916440352774	N	N	3	0.289026487788098	0.123118168694576	0.16022935667721	0.211324865405187	N	0.0345334946338047	-0.20058480624187	0.269651795509479	0.909070975464042	N	0.445421680287084	0.514613397613233	N	N	ERCC6L	S	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0478483994059688	0.0883251560078211	Subject	0.0478483994059688	1	0	1	Subject	FALSE
F8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F8	S	0	0.0637625	0.0235633829213604	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0637625	1	0	1	Subject	FALSE
F8A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F8A1	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
F8A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F8A3	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
FAAH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAAH2	S	0.22	0.0305090909090909	0.0108487349818811	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0305090909090909	1	0	1	Subject	FALSE
FAM104B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM104B	S	0.11	0.0979076923076923	0.0383535458884557	Subject	NA	NA	NA	NA	NA	3	0	0.00184750773582465	Subject	NA	NA	NA	0.0498776000217585	2	0	2	Subject	FALSE
FAM120C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM120C	S	NA	0.0485463414634146	0.0201473767202623	Subject	NA	NA	NA	NA	NA	2	0.5	0.134021713246961	Escape	NA	NA	NA	0.0912840273551878	2	1	1	Subject	FALSE
FAM156A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM156A	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
FAM156B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM156B	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
FAM199X	6	0.199592026445233	0.0129006808157307	0.0649671936282592	0.143583056566219	N	-0.011439925697111	-0.03824479636113	0.015364944966908	0.551550276281391	N	0.0189074959129151	0.073205945714107	Y	N	5	0.174861012519549	0.00742778541953232	0.186950483150029	0.211324865405187	N	-0.00464372093154597	-0.0603175980672641	0.0510301562041722	0.950078724953934	N	0.179449189419772	0.263635228900653	N	N	FAM199X	S	0	0.00924	8.50709501860995e-05	Subject	NA	NA	NA	NA	NA	4	0	0.00362019581650069	Subject	0.00756187646116165	0.5919471044178	Subject	0.00680735742588745	3	0	3	Subject	FALSE
FAM3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM3A	S	0	NA	NA	NA	1	1	0	0	Subject	2	0.5	0.0490484452842919	Subject	0.0362699024225179	0.0627775120975704	Subject	0.0284394492356033	3	0	3	Subject	FALSE
FAM50A	3	0.188964169774404	0.00438596491228063	0.211324865405187	0.211324865405187	N	-0.0390424700815141	-0.0748532060070855	-0.00323173415594281	0.0916809118196968	Y	0.0100461312765607	0.0434133507874519	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM50A	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
FANCB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FANCB	S	0	0.0767647058823529	0.025457545108459	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0767647058823529	1	0	1	Subject	FALSE
FGD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FGD1	Mostly S	0.11	0.068612	0.0232769481580709	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068612	1	0	1	Subject	FALSE
FGF13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FGF13	Mostly S	NA	0.104107692307692	0.0372867618601318	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104107692307692	1	1	0	Escape	TRUE
FHL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0.284293820650405	0.0857949303018543	0.074320271515848	0.160531786474232	N	0.465016144410603	0.0272722264307411	0.902760062390465	0.0908249771706577	N	0.00139254446962834	0.00753239963117146	Y	N	FHL1	Mostly S	0.11	0.12355	0.0734326760916121	Escape	1	1	0	0	Subject	3	0.333333333333333	0.102843610125501	Escape	NA	NA	NA	0.0754645367085003	3	2	1	Escape	TRUE
FLNA	6	0.21291598288169	0.0807144152500303	0.118545563638645	0.162576772990142	N	-0.0274064878891963	-0.0800997416442663	0.0252867658658737	0.451892956124994	Y	0.131986630756565	0.209789276255172	N	N	3	0.155180007959612	0.00438596491228063	0.211324865405187	0.211324865405187	N	-0.0295719990991799	-0.1239794072656	0.0648354090672398	0.780142162631566	N	0.0162758032511928	0.0538005718581095	Y	N	FLNA	S	0	0.0383318181818182	0.0138201987773561	Subject	1	3	0	0	Subject	4	0	0.00107283422062471	Subject	0.0136335109264605	0.0331095446605579	Subject	0.0132595408322258	4	0	4	Subject	FALSE
